gene pos_mean pos_sd pos_sCV Fano_pos neg_mean neg_sd neg_sCV Fano_neg
Cdk1 0.5 0.921 3.3938 1.6968 0.3913 0.7958 4.1366 1.6186
Zwint 0.1996 0.5842 8.5653 1.7097 0.2412 0.5879 5.9405 1.4329
Snrpd3 0.6871 1.0305 2.2495 1.5456 0.617 0.8942 2.1008 1.2961
Mif 0.6359 1.0225 2.5856 1.6442 0.8201 1.0537 1.6509 1.3539
Smarcb1 0.1565 0.5134 10.7632 1.6844 0.2038 0.5449 7.1485 1.457
Itgb2 0.8958 1.1165 1.5536 1.3916 1.0485 1.0783 1.0577 1.1089
Sumo3 0.9142 1.1055 1.4621 1.3367 0.9463 1.0093 1.1376 1.0765
Ube2g2 0.3137 0.7345 5.482 1.7196 0.3483 0.7023 4.0661 1.4161
Rrp1 0.3454 0.7616 4.8622 1.6794 0.3608 0.7086 3.8577 1.3918
Cstb 0.6231 0.9855 2.5012 1.5586 0.7613 0.9811 1.6607 1.2643
Tpgs1 0.2298 0.6541 8.1031 1.8619 0.3127 0.6932 4.9138 1.5367
Bsg 0.9711 1.1312 1.357 1.3178 0.9046 1.0124 1.2524 1.1329
Rnf126 0.2076 0.5964 8.2539 1.7135 0.1983 0.5328 7.2203 1.4317
Prss57 0.6451 1.0133 2.4677 1.5918 0.5608 0.8906 2.5216 1.4142
Palm 0.222 0.6371 8.2393 1.8288 0.2455 0.5993 5.9584 1.463
Ptbp1 0.1648 0.537 10.6184 1.7499 0.2023 0.5401 7.1259 1.4417
Prtn3 2.418 1.5184 0.3943 0.9535 2.5391 1.5243 0.3604 0.915
Elane 2.7463 2.096 0.5825 1.5997 2.5114 2.1067 0.7037 1.7673
R3hdm4 0.5845 0.9471 2.626 1.5348 0.6294 0.9107 2.0935 1.3178
Cnn2 0.8191 1.0823 1.7462 1.4302 1.1012 1.0664 0.9378 1.0327
Hmha1 0.4382 0.8395 3.6701 1.6082 0.5426 0.8524 2.4679 1.3392
Polr2e 0.3083 0.7529 5.964 1.8388 0.304 0.6756 4.9374 1.5012
Gpx4 1.6719 1.2319 0.5429 0.9077 1.8614 1.0945 0.3457 0.6435
Stk11 0.202 0.5993 8.8022 1.778 0.2345 0.5894 6.318 1.4814
Atp5d 0.8718 1.1137 1.632 1.4228 0.9287 1.0152 1.195 1.1098
Cirbp 2.1559 1.2462 0.3341 0.7204 1.6635 1.1444 0.4733 0.7873
Ndufs7 0.7432 1.0398 1.9578 1.4549 0.7262 0.9295 1.6381 1.1897
Dazap1 1.0834 1.144 1.115 1.208 0.8746 0.974 1.2404 1.0848
Rps15 1.7952 1.2499 0.4847 0.8702 2.0999 1.123 0.286 0.6006
2310011J03Rik 0.3875 0.8098 4.3686 1.6927 0.4844 0.8123 2.8122 1.3622
Mbd3 0.2145 0.6204 8.3675 1.7945 0.2067 0.5513 7.1163 1.4708
Uqcr11 0.8952 1.0789 1.4525 1.3003 1.0196 1.0152 0.9913 1.0108
Tcf3 0.245 0.6392 6.8095 1.668 0.2073 0.5404 6.7985 1.4091
Abhd17a 0.2235 0.6359 8.0948 1.8092 0.2773 0.6396 5.3212 1.4754
Plekhj1 0.4251 0.8387 3.8931 1.6549 0.4387 0.7921 3.2596 1.4301
Sf3a2 0.2133 0.5954 7.7888 1.6615 0.1941 0.526 7.3432 1.4253
Oaz1 3.3828 0.7539 0.0497 0.168 3.1647 0.7322 0.0535 0.1694
Lsm7 0.3343 0.7284 4.748 1.5872 0.2574 0.5964 5.3677 1.3818
Timm13 0.603 0.9646 2.5591 1.5431 0.7562 0.9521 1.5854 1.1988
Gadd45b 0.1914 0.6155 10.3445 1.9797 0.2694 0.6546 5.9021 1.5902
Sgta 0.2091 0.5925 8.0251 1.6784 0.2767 0.6282 5.1538 1.4261
Map2k2 0.3685 0.7946 4.6485 1.7131 0.3983 0.7604 3.6454 1.4519
Eef2 1.0806 1.1564 1.1451 1.2375 1.4219 1.1463 0.6498 0.924
Mrpl54 0.3905 0.8175 4.3834 1.7115 0.5606 0.8677 2.3955 1.343
Hmg20b 0.1528 0.5302 12.0473 1.8405 0.2326 0.6064 6.7951 1.5808
Ncln 0.1459 0.5081 12.131 1.7698 0.2266 0.5757 6.4563 1.4627
S1pr4 0.1553 0.5409 12.1249 1.8835 0.2932 0.6761 5.3176 1.559
Aes 0.6833 0.9967 2.1279 1.454 0.7481 0.9449 1.5957 1.1936
Nfyb 0.2075 0.6125 8.713 1.8079 0.2366 0.6039 6.5157 1.5414
Ckap4 0.2594 0.679 6.8529 1.7775 0.4123 0.7934 3.7021 1.5265
Tcp11l2 0.4215 0.8829 4.3882 1.8495 0.6125 0.9688 2.5017 1.5324
Rtcb 0.2134 0.6138 8.2752 1.7656 0.2611 0.6097 5.4554 1.4242
Hsp90b1 0.5732 0.9621 2.8176 1.615 0.7544 0.9737 1.6661 1.2568
Ccdc53 0.1688 0.5564 10.8622 1.8336 0.2293 0.5922 6.6735 1.53
Dram1 0.1516 0.5259 12.0332 1.8244 0.2193 0.5804 7.0038 1.536
Arl1 0.315 0.7263 5.3167 1.6748 0.3169 0.6633 4.3817 1.3884
Slc25a3 0.7695 1.0543 1.8769 1.4444 0.809 0.9679 1.4312 1.1579
Tmpo 0.5708 0.9532 2.7887 1.5918 0.5768 0.8878 2.3693 1.3665
Lta4h 0.9968 1.1586 1.3511 1.3467 1.0682 1.0982 1.0569 1.129
Snrpf 0.8595 1.0883 1.6031 1.3779 0.8032 0.9718 1.464 1.1759
Metap2 0.7199 1.0093 1.9659 1.4152 0.7566 0.9533 1.5879 1.2013
Ndufa12 0.6942 1.0201 2.1597 1.4992 0.6775 0.9187 1.839 1.2459
Mrpl42 0.5188 0.9163 3.1188 1.6182 0.4514 0.7887 3.0523 1.378
Ube2n 0.7951 1.0349 1.6941 1.347 0.732 0.9276 1.6061 1.1756
Nudt4 0.2488 0.662 7.0814 1.7615 0.2923 0.6646 5.1697 1.5111
Btg1 0.5742 0.9819 2.9242 1.6792 0.7988 1.0179 1.624 1.2972
Ccdc59 0.2367 0.6578 7.7214 1.828 0.217 0.5869 7.3145 1.5873
Ppp1r12a 0.1563 0.5343 11.6798 1.8261 0.2556 0.6196 5.8776 1.5022
Rpl6l 0.9876 1.0925 1.2238 1.2086 0.9058 0.9802 1.1713 1.0609
Nap1l1 0.4981 0.8857 3.1621 1.575 0.4504 0.7954 3.1189 1.4047
Glipr1 0.7752 1.1501 2.2012 1.7064 1.0238 1.191 1.3533 1.3855
Atxn7l3b 0.2736 0.7021 6.5842 1.8016 0.35 0.7277 4.3221 1.5129
Tbc1d15 0.3769 0.786 4.3499 1.6393 0.3456 0.7052 4.1636 1.4389
Cct2 0.312 0.7273 5.4333 1.6952 0.3482 0.6886 3.9124 1.3621
Yeats4 0.2722 0.6924 6.4721 1.7614 0.3195 0.6804 4.536 1.4491
Lyz2 2.4608 1.733 0.496 1.2205 2.737 1.8322 0.4481 1.2266
Cpsf6 0.3482 0.754 4.6895 1.6328 0.3664 0.7105 3.7611 1.378
Mdm2 0.2093 0.6135 8.5896 1.7979 0.1851 0.5355 8.3668 1.5489
Rap1b 1.4053 1.2011 0.7306 1.0267 1.6205 1.0918 0.4539 0.7356
Tmbim4 0.5198 0.927 3.1803 1.6532 0.5423 0.8536 2.4774 1.3435
Llph 0.5352 0.9417 3.0961 1.657 0.5793 0.8749 2.2804 1.3211
Tsfm 0.2378 0.6452 7.3595 1.7502 0.2661 0.6189 5.4096 1.4395
Cdk4 0.4868 0.8827 3.2882 1.6007 0.4601 0.7919 2.9621 1.3629
Tspan31 0.2295 0.6508 8.0438 1.8458 0.2066 0.565 7.4808 1.5454
Os9 0.3697 0.7879 4.5419 1.6791 0.4071 0.7612 3.4959 1.4232
B4galnt1 0.8762 1.0853 1.5341 1.3442 0.9369 1.0059 1.1527 1.08
Dctn2 0.2269 0.6411 7.9834 1.8113 0.3129 0.6762 4.6707 1.4613
Arhgap9 0.4145 0.8441 4.146 1.7187 0.505 0.8341 2.7282 1.3777
Naca 2.2163 1.1997 0.293 0.6494 2.2469 1.1095 0.2438 0.5479
Ptges3 0.2379 0.6287 6.9856 1.6618 0.406 0.7403 3.3249 1.3499
Atp5b 1.4687 1.2048 0.673 0.9884 1.5298 1.1109 0.5274 0.8068
Cnpy2 0.2685 0.6901 6.6043 1.7735 0.2624 0.6141 5.4772 1.4371
Nabp2 0.2953 0.7267 6.055 1.7883 0.3017 0.6654 4.864 1.4675
Myl6 2.4345 1.0924 0.2014 0.4902 2.5181 0.9239 0.1346 0.339
A430046D13Rik 0.1876 0.5851 9.7256 1.8246 0.2406 0.6202 6.644 1.5987
Rpl41 2.9664 1 0.1136 0.3371 3.233 0.9286 0.0825 0.2667
Pa2g4 0.4076 0.8135 3.9831 1.6235 0.4696 0.806 2.946 1.3835
Rps26 1.1682 1.1675 0.9988 1.1669 1.479 1.1186 0.572 0.846
Cdk2 0.3551 0.764 4.6293 1.6438 0.3438 0.6962 4.1007 1.4099
Pym1 0.2224 0.6381 8.2336 1.831 0.2367 0.5928 6.2728 1.4846
Ormdl2 0.2793 0.6942 6.1783 1.7254 0.3011 0.6593 4.795 1.4437
Sarnp 1.052 1.1299 1.1535 1.2135 0.9702 0.9927 1.0469 1.0157
Cd63 2.405 1.4045 0.341 0.8202 2.0588 1.3821 0.4506 0.9278
Bloc1s1 0.5385 0.9004 2.7956 1.5055 0.5861 0.8507 2.1072 1.2349
Pet100 0.3281 0.7307 4.959 1.6272 0.4502 0.7755 2.9682 1.3361
Stxbp2 0.4269 0.8324 3.8018 1.623 0.6303 0.8885 1.9875 1.2526
Mcemp1 0.6859 1.0507 2.347 1.6097 1.1053 1.1371 1.0582 1.1697
Trappc5 0.209 0.6112 8.5538 1.7875 0.2615 0.6381 5.9526 1.5567
Timm44 0.2125 0.6077 8.1822 1.7384 0.1846 0.5248 8.0787 1.4915
Elavl1 0.5286 0.8969 2.8792 1.5218 0.4863 0.7996 2.7034 1.3147
Carkd 0.1991 0.6065 9.2767 1.8472 0.2139 0.571 7.1282 1.5244
Ankrd10 0.1751 0.5579 10.1483 1.7774 0.1851 0.5195 7.8772 1.4581
F10 0.3187 0.7653 5.7662 1.8378 0.8137 1.0195 1.5699 1.2774
Lamp1 1.4501 1.2332 0.7232 1.0488 1.451 1.1213 0.5973 0.8666
Upf3a 0.1552 0.5266 11.506 1.7862 0.2041 0.5485 7.2195 1.4738
Agpat5 0.207 0.598 8.3425 1.7273 0.2334 0.584 6.2598 1.4612
Vps36 0.2189 0.6273 8.2088 1.7973 0.2307 0.5886 6.5091 1.5017
Smim19 0.1844 0.5855 10.0869 1.8596 0.2282 0.6028 6.9801 1.5927
Vdac3 0.7606 1.0212 1.8027 1.3712 0.7103 0.9192 1.6747 1.1896
Ikbkb 0.2443 0.6903 7.9818 1.9502 0.2539 0.6462 6.4765 1.6445
Golga7 0.5812 0.9415 2.6245 1.5252 0.6498 0.9018 1.9257 1.2514
Tm2d2 0.3273 0.7668 5.4883 1.7965 0.3452 0.7205 4.3558 1.5037
Lsm1 0.2799 0.701 6.2723 1.7556 0.2949 0.6623 5.0437 1.4875
Ash2l 0.1555 0.5122 10.8515 1.6873 0.1847 0.5186 7.8794 1.4557
Hgsnat 0.1819 0.5815 10.2219 1.8592 0.2741 0.6552 5.7148 1.5662
Fnta 0.2351 0.6325 7.2396 1.7019 0.2476 0.5983 5.8415 1.4461
Eif4ebp1 0.8144 1.0946 1.8068 1.4714 0.9171 1.0207 1.2388 1.136
Ubxn8 0.2047 0.6098 8.8707 1.8161 0.206 0.5501 7.1286 1.4688
Gsr 3.1791 0.9381 0.0871 0.2768 3.2331 0.7405 0.0525 0.1696
Gtf2e2 0.248 0.6534 6.9422 1.7215 0.2522 0.6028 5.7143 1.441
Dctn6 0.2835 0.7119 6.3057 1.7875 0.2266 0.5871 6.7136 1.5213
Leprotl1 0.3547 0.7944 5.0147 1.7788 0.4279 0.7799 3.3218 1.4215
Saraf 0.2466 0.6619 7.2047 1.7766 0.2575 0.6217 5.8296 1.5012
Cnot7 0.3004 0.71 5.5868 1.6783 0.2952 0.6597 4.9948 1.4745
Mtus1 0.1568 0.5338 11.591 1.8173 0.2477 0.6153 6.1714 1.5286
Asah1 0.701 1.0455 2.2248 1.5595 0.745 0.9862 1.7525 1.3055
Frg1 0.8743 1.11 1.612 1.4094 0.7619 0.9621 1.5947 1.2149
Slc25a4 0.4039 0.8628 4.5634 1.843 0.3496 0.7606 4.7348 1.6551
Acsl1 0.1992 0.601 9.1054 1.8136 0.2206 0.5774 6.853 1.5115
Ing2 0.3633 0.8044 4.9027 1.7811 0.3014 0.6857 5.1773 1.5603
Spcs3 0.3224 0.7353 5.2024 1.677 0.3323 0.6801 4.1881 1.3919
Hpgd 1.1352 1.3481 1.4103 1.6009 1.6075 1.4281 0.7893 1.2688
Sap30 0.7395 1.0675 2.0834 1.5408 0.6901 0.9802 2.0173 1.3922
Hmgb2 2.8984 1.4387 0.2464 0.7141 2.7939 1.2827 0.2108 0.5889
2700029M09Rik 0.2508 0.65 6.7199 1.685 0.2771 0.6356 5.2602 1.4577
Tmem192 0.1924 0.6055 9.9039 1.9055 0.2027 0.5594 7.6178 1.544
Atp6v1b2 0.2671 0.6803 6.4852 1.7324 0.4312 0.7836 3.3018 1.4239
Ndufa13 0.9271 1.1217 1.4638 1.3571 1.0787 1.0387 0.9273 1.0003
Nr2c2ap 0.3079 0.7518 5.963 1.8358 0.3018 0.6748 4.9992 1.5087
Cope 1.233 1.1989 0.9456 1.1658 1.3265 1.0862 0.6706 0.8895
2810428I15Rik 0.3206 0.7403 5.3328 1.7096 0.3905 0.7369 3.56 1.3903
Uba52 2.3435 1.1035 0.2217 0.5196 1.9319 1.082 0.3137 0.606
Kxd1 0.3454 0.7784 5.0789 1.7542 0.3396 0.7149 4.4301 1.5046
Fkbp8 0.4932 0.8924 3.2743 1.6148 0.561 0.8471 2.2802 1.2792
Isyna1 0.265 0.6758 6.505 1.7237 0.2725 0.6294 5.3357 1.4538
Ssbp4 0.4474 0.862 3.7121 1.6607 0.4034 0.7572 3.5231 1.4212
Lsm4 0.9133 1.1049 1.4636 1.3367 0.9031 1.0072 1.2438 1.1232
Jund 2.2991 1.2185 0.2809 0.6458 2.1476 1.1025 0.2636 0.566
Mpv17l2 0.1931 0.5878 9.2648 1.7893 0.2124 0.5666 7.118 1.5116
Ifi30 0.244 0.7123 8.5209 2.0792 0.2981 0.7398 6.1585 1.836
Ccdc124 0.3617 0.783 4.6853 1.6948 0.4104 0.7661 3.484 1.43
Rpl18a 3.4509 0.9964 0.0834 0.2877 3.5816 0.8817 0.0606 0.2171
Use1 0.4685 0.8912 3.618 1.6952 0.6433 0.9203 2.0466 1.3165
Babam1 0.2205 0.6295 8.1489 1.7971 0.2102 0.5594 7.0849 1.4889
Mrpl34 0.2941 0.7183 5.9638 1.7541 0.3513 0.7154 4.1478 1.457
Dda1 0.2985 0.7177 5.7813 1.7257 0.3283 0.6868 4.3777 1.437
Bst2 0.2066 0.6378 9.5335 1.9693 0.1812 0.5391 8.8526 1.6041
Mvb12a 0.2186 0.6413 8.6095 1.8818 0.208 0.5611 7.2744 1.5132
Pgls 0.8727 1.1129 1.6265 1.4193 1.0198 1.0571 1.0745 1.0958
Cyp4f18 0.3007 0.8028 7.1292 2.1434 0.468 0.9561 4.173 1.9531
Tpm4 0.2003 0.643 10.3089 2.0645 0.3119 0.7566 5.8842 1.8354
Rab8a 0.4301 0.8426 3.8368 1.6504 0.4703 0.8043 2.9254 1.3757
Fam32a 0.4817 0.8949 3.452 1.6627 0.6135 0.8965 2.1352 1.31
Ap1m1 0.2191 0.6148 7.8757 1.7253 0.3086 0.6699 4.7119 1.4542
Gm10282 0.6358 0.9494 2.2299 1.4177 0.5205 0.8211 2.4889 1.2954
Klf2 2.8537 1.2986 0.2071 0.5909 2.8685 1.1794 0.169 0.4849
Smim7 0.3522 0.7847 4.9637 1.7482 0.3544 0.7147 4.0663 1.4412
Sin3b 0.5901 0.9667 2.6835 1.5836 0.7334 0.9485 1.6726 1.2267
Tom1 0.1503 0.5181 11.8804 1.7857 0.2123 0.5654 7.0943 1.506
Mcm5 0.2117 0.5996 8.0252 1.6987 0.2207 0.5607 6.4508 1.424
Rbmxl1 0.2683 0.6736 6.3005 1.6907 0.294 0.6431 4.7833 1.4065
Lsm6 0.5914 0.9434 2.5448 1.5049 0.5764 0.8654 2.2546 1.2995
Smarca5 0.258 0.6499 6.3438 1.6369 0.4825 0.8049 2.7834 1.3428
Zfp330 0.1847 0.579 9.8261 1.815 0.2125 0.5676 7.1339 1.516
Ndufb7 1.2179 1.1788 0.9369 1.1411 1.3074 1.0661 0.6649 0.8693
Tecr 1.6669 1.2336 0.5476 0.9129 1.6252 1.1283 0.482 0.7833
Dnajb1 0.7167 1.0872 2.3012 1.6492 0.5947 0.9216 2.4018 1.4283
Gipc1 0.2276 0.6301 7.6677 1.7448 0.2551 0.6102 5.7217 1.4595
Ddx39 0.5945 0.9535 2.5727 1.5294 0.5778 0.8644 2.2375 1.2929
Asf1b 0.5252 0.9411 3.2109 1.6863 0.4375 0.8244 3.5507 1.5534
D8Ertd738e 1.126 1.1755 1.0898 1.2272 1.0784 1.0497 0.9476 1.0218
Ier2 2.5383 1.1682 0.2118 0.5376 2.3569 1.0665 0.2048 0.4826
Lyl1 0.3148 0.7368 5.4793 1.7247 0.5594 0.8655 2.3932 1.3389
Gadd45gip1 0.3394 0.7575 4.9822 1.6908 0.3586 0.7284 4.1269 1.4798
Rad23a 0.2478 0.6436 6.7469 1.6718 0.2355 0.5855 6.1846 1.4562
Calr 0.8619 1.1111 1.662 1.4324 1.0177 1.0856 1.138 1.1581
Farsa 0.1981 0.5849 8.7162 1.7269 0.2599 0.6055 5.4257 1.4104
Syce2 0.3036 0.7339 5.8416 1.7738 0.2084 0.5636 7.3148 1.5242
Prdx2 0.4932 0.9058 3.3734 1.6637 0.3998 0.7606 3.6194 1.447
Junb 2.2561 1.2821 0.3229 0.7286 2.0095 1.2421 0.3821 0.7678
Asna1 0.2616 0.6673 6.5063 1.7022 0.2664 0.6202 5.4187 1.4437
2310036O22Rik 0.5545 0.9375 2.858 1.5848 0.7363 0.9456 1.6491 1.2143
Wdr83os 0.559 0.9257 2.7424 1.533 0.5539 0.8414 2.3075 1.2781
Man2b1 0.4496 0.8608 3.6668 1.6484 0.6829 0.9187 1.8096 1.2358
Cks1brt 0.2351 0.6113 6.7599 1.5894 0.136 0.4369 10.3181 1.4034
Vps35 0.3365 0.7392 4.8261 1.6239 0.4169 0.7514 3.2488 1.3544
Orc6 0.3068 0.7309 5.6769 1.7414 0.226 0.5777 6.5335 1.4766
4921524J17Rik 0.398 0.8223 4.2689 1.699 0.2607 0.6179 5.618 1.4645
Dnaja2 0.3889 0.8024 4.2572 1.6557 0.4468 0.7738 2.9992 1.3401
Itfg1 0.3151 0.728 5.3383 1.6821 0.2803 0.6368 5.1614 1.4468
Brd7 0.2034 0.6015 8.7417 1.7785 0.2796 0.6383 5.2115 1.4572
Snx20 0.1684 0.5615 11.1147 1.872 0.2564 0.6432 6.2938 1.6136
Amfr 0.2984 0.7059 5.5958 1.6699 0.2972 0.6489 4.7672 1.4169
Nudt21 0.7334 1.0421 2.019 1.4808 0.762 0.9618 1.5931 1.214
Mt1 1.6667 1.2941 0.6029 1.0049 1.494 1.2312 0.6791 1.0146
Herpud1 0.4384 0.8617 3.8627 1.6935 0.4755 0.8095 2.898 1.3781
Cpne2 0.3811 0.804 4.4514 1.6963 0.3561 0.7269 4.1668 1.4838
Fam192a 0.1593 0.5405 11.5143 1.8341 0.2289 0.594 6.7348 1.5416
Arl2bp 0.315 0.7455 5.6009 1.7644 0.2649 0.6437 5.9043 1.5642
Ciapin1 0.3106 0.723 5.4171 1.6828 0.3051 0.6583 4.6571 1.4207
Polr2c 0.3456 0.7669 4.9237 1.7016 0.3586 0.7198 4.029 1.4448
Adgrg3 0.3457 0.7604 4.8368 1.6722 0.3607 0.7011 3.7782 1.3627
Cfap20 0.1655 0.5369 10.5188 1.7413 0.1928 0.5298 7.5517 1.456
Gm10094 0.4076 0.7928 3.7825 1.5419 0.3214 0.6563 4.1702 1.3402
Got2 0.1753 0.5443 9.6391 1.6899 0.2114 0.5544 6.8755 1.4538
Gm8730 1.6467 1.2053 0.5357 0.8822 1.7123 1.1288 0.4346 0.7441
Cklf 0.176 0.5673 10.3851 1.8282 0.2071 0.5737 7.6761 1.5895
Cbfb 0.4616 0.8523 3.4092 1.5737 0.4722 0.7963 2.844 1.3429
Tmem208 0.3053 0.7305 5.7271 1.7482 0.3899 0.7432 3.6327 1.4165
Atp6v0d1 0.6669 0.9956 2.229 1.4865 0.7554 0.9459 1.568 1.1845
Acd 0.2171 0.6326 8.4918 1.8435 0.1737 0.5102 8.6317 1.499
Nutf2 0.5833 0.9212 2.4937 1.4547 0.3631 0.688 3.5912 1.3038
Psmb10 0.3991 0.8518 4.5549 1.818 0.4061 0.7763 3.6531 1.4837
Gm10073 0.7471 0.9998 1.7909 1.338 0.7809 0.9517 1.4852 1.1599
Nip7 0.1742 0.5521 10.0469 1.75 0.1805 0.509 7.9547 1.4357
Rps18-ps3 1.402 1.2023 0.7355 1.0311 1.4512 1.1262 0.6022 0.8739
Rps26-ps1 0.4223 0.8074 3.6549 1.5437 0.48 0.782 2.6535 1.2738
Psmd7 0.4521 0.8602 3.6209 1.6369 0.5035 0.8196 2.6497 1.3342
Hp 3.1949 1.0467 0.1073 0.3429 3.6304 0.7234 0.0397 0.1441
Ist1 0.1933 0.5876 9.2407 1.7864 0.1847 0.5366 8.4454 1.5595
Aars 0.2993 0.709 5.611 1.6795 0.2601 0.6047 5.4026 1.4054
Znrf1 0.3042 0.7366 5.8657 1.7841 0.325 0.6892 4.4982 1.4618
Cfdp1 0.2202 0.6139 7.7737 1.7117 0.1917 0.5324 7.7127 1.4786
Gabarapl2 0.4207 0.8426 4.011 1.6876 0.4713 0.8219 3.0418 1.4335
Cmc2 0.2375 0.6473 7.4304 1.7645 0.2594 0.6201 5.7133 1.4821
Mphosph6 0.2901 0.703 5.8742 1.704 0.2492 0.6097 5.9874 1.4919
Hsbp1 0.4338 0.8439 3.7845 1.6416 0.4322 0.7719 3.1901 1.3786
Cotl1 1.0864 1.1669 1.1538 1.2535 1.6148 1.0868 0.4529 0.7314
Emc8 0.2251 0.6384 8.0435 1.8105 0.2175 0.5783 7.0728 1.5381
Cox4i1 2.3058 1.1458 0.2469 0.5694 2.4243 0.9448 0.1519 0.3682
Irf8 0.2849 0.7704 7.3133 2.0835 0.4743 0.9382 3.9124 1.8558
Map1lc3b 1.1717 1.196 1.0419 1.2208 1.1653 1.1028 0.8956 1.0437
Cyba 3.1977 0.9234 0.0834 0.2666 3.5064 0.6382 0.0331 0.1161
Rnf166 0.4938 0.9027 3.342 1.6502 0.5599 0.8743 2.4384 1.3652
Aprt 1.4283 1.2537 0.7705 1.1005 1.6882 1.1053 0.4287 0.7236
Trappc2l 0.3424 0.7573 4.8933 1.6753 0.4087 0.7663 3.5145 1.4365
Rpl13 3.6573 0.851 0.0541 0.198 3.8452 0.8392 0.0476 0.1832
Chmp1a 0.3113 0.7316 5.5227 1.7193 0.3456 0.7041 4.1512 1.4347
Tcf25 0.1863 0.5778 9.6227 1.7923 0.3026 0.6591 4.744 1.4356
Tsnax 0.1702 0.5407 10.0963 1.7181 0.186 0.5206 7.8354 1.4572
Tomm20 0.9152 1.1159 1.4867 1.3606 0.8547 1.0139 1.4071 1.2026
Pdhb 0.2939 0.7162 5.9392 1.7455 0.2959 0.6559 4.9145 1.454
Thoc7 0.5452 0.9273 2.8932 1.5773 0.419 0.7595 3.285 1.3765
Psmd6 0.461 0.8596 3.4766 1.6028 0.4791 0.7913 2.7277 1.3068
Il3ra 0.1985 0.6037 9.2469 1.8357 0.1973 0.557 7.9663 1.5721
Rpl15 2.0809 1.1863 0.325 0.6763 2.0376 1.1338 0.3096 0.6308
Ube2e1 0.4815 0.8843 3.373 1.6241 0.469 0.7997 2.9072 1.3636
2700060E02Rik 0.4911 0.9078 3.4171 1.6782 0.5773 0.8804 2.3256 1.3425
Dnajc9 0.4145 0.8239 3.9507 1.6377 0.3451 0.7107 4.2414 1.4636
Mrps16 0.3814 0.7926 4.3184 1.6471 0.4288 0.7635 3.1698 1.3593
Anxa7 0.2472 0.6697 7.3429 1.8149 0.334 0.6975 4.3612 1.4567
Chchd1 0.3457 0.7631 4.8727 1.6845 0.312 0.6663 4.5609 1.4229
Adk 0.197 0.5706 8.3874 1.6525 0.1705 0.4947 8.4158 1.4351
Vdac2 1.3095 1.1941 0.8315 1.0889 1.2275 1.0595 0.7449 0.9144
Rps24 2.0379 1.2356 0.3676 0.7492 2.4656 1.0631 0.1859 0.4584
Anxa11 0.6487 0.9807 2.2859 1.4828 0.8818 1.0044 1.2975 1.1441
Arf4 0.5238 0.9098 3.0165 1.5801 0.6431 0.91 2.0025 1.2877
Selk 1.5344 1.2176 0.6297 0.9662 1.3865 1.0735 0.5995 0.8312
Tkt 1.313 1.1881 0.8188 1.0751 1.5986 1.0825 0.4585 0.733
Prkcd 0.2865 0.707 6.0894 1.7447 0.4072 0.7638 3.5189 1.4329
Spcs1 0.9458 1.1227 1.4091 1.3328 0.8393 0.9831 1.3721 1.1516
Smim4 0.2522 0.6525 6.6957 1.6885 0.3875 0.7286 3.5355 1.3699
Nisch 0.2165 0.6256 8.3503 1.8077 0.2474 0.6164 6.2072 1.5356
Dph3 0.2817 0.7147 6.4359 1.8131 0.3244 0.6957 4.5996 1.492
Rpl23a-ps3 1.8104 1.1888 0.4312 0.7807 1.846 1.0755 0.3394 0.6265
Glud1 0.3089 0.7248 5.5062 1.7007 0.3866 0.7481 3.7451 1.4477
Ghitm 0.5239 0.9148 3.0492 1.5975 0.4725 0.793 2.8161 1.3307
Ero1l 0.2586 0.6652 6.6195 1.7115 0.314 0.6631 4.4606 1.4006
Psmc6 0.4593 0.8527 3.4466 1.5831 0.5652 0.8397 2.2074 1.2476
Gnpnat1 0.195 0.5802 8.8532 1.7264 0.2117 0.5532 6.8256 1.4453
Cdkn3 0.2092 0.6175 8.7101 1.8225 0.2191 0.593 7.3248 1.6048
Cnih1 0.2463 0.6433 6.8188 1.6798 0.2335 0.5861 6.3001 1.471
Gmfb 0.2008 0.599 8.9008 1.7872 0.2361 0.5993 6.4429 1.5211
Lgals3 1.9747 1.5719 0.6336 1.2512 2.6132 1.3853 0.281 0.7344
Ttc5 0.1863 0.5801 9.6961 1.8063 0.2347 0.5824 6.1562 1.4451
Osgep 0.2444 0.6536 7.1531 1.7481 0.229 0.5827 6.4729 1.4825
Apex1 0.2283 0.6291 7.5928 1.7334 0.2259 0.5664 6.2871 1.4203
Tmem55b 0.1977 0.6132 9.62 1.902 0.2117 0.5908 7.7896 1.6489
Pnp 0.2984 0.7111 5.6795 1.6946 0.3386 0.6965 4.2306 1.4326
Hnrnpc 0.5023 0.9036 3.2357 1.6254 0.4971 0.8096 2.6522 1.3185
Dad1 1.0706 1.1734 1.2013 1.2861 1.0591 1.0522 0.987 1.0454
Psmb5 0.7256 1.0347 2.0336 1.4756 0.8383 0.9942 1.4065 1.1791
Acin1 0.2297 0.6203 7.292 1.6749 0.3113 0.6643 4.5521 1.4173
1700123O20Rik 0.559 0.956 2.925 1.6349 0.5965 0.891 2.2308 1.3307
Cebpe 1.0996 1.2716 1.3372 1.4705 1.3097 1.2128 0.8574 1.123
Ngdn 0.387 0.8147 4.4325 1.7153 0.3758 0.7378 3.8554 1.4488
Dhrs4 0.1906 0.5862 9.4537 1.8022 0.1799 0.5206 8.3724 1.5065
